I think you are now ready., neg,1
That an odyssey this beguiling and capacious happens to also be playable on planes; trains and; yes; the toilet; is beside the point., pos,1
The Legend of Zelda has always been a franchise that best typifies Nintendo's desire to create memorable; substantial adventures., pos,1
If Mario is all about precise mechanics and pure enjoyment; Zelda is a series that focuses on storytelling; world-building and classical tropes of good against evil; Hero against returning villain., pos,1
Since The Legend of Zelda: Ocarina of Time first brought the series into three dimensions; however; it can be argued that evolution has been minimal., neg,0.8
Nintendo has made attempts to move the franchise into new realms; but technology limitations and no doubt other concerns slowed that progress - The Legend of Zelda: Skyward Sword; though fantastic in its own right; didn't live up to its pre-release billing as a significant shake-up of the IP., pos,1
The Legend of Zelda: Breath of the Wild delivers the revolution that has undoubtedly been desired within Nintendo and; it seems; among many fans., neg,1
This is still quintessential Zelda; but the old formula has been drastically overhauled to the point that it's almost been ripped up and re-written from scratch., neg,0.8
What we have; then; is the most ambitious title in the history of the franchise; most importantly it delivers on its staggering potential., pos,1
In opting for a true open world; a key question for this title was how it would marry together freeform exploration and spontaneity with a narrative structure; worry not; we won't get into plot spoilers here., pos,1
The series as a whole has stuck to a template partly due to its storytelling approach; with the returning Hero tackling evil across multiple ages; a cyclical process that gives impressive scope for lore and - of course - timeline theories (though Nintendo eventually produced an 'official' timeline)., neg,0.6
The good news is that this entry maintains a notable primary narrative; which actually kicks into gear sooner than we'd anticipated., pos,0.8
Reflecting on the core story after the credits have rolled; what we will say is that it's not only well written but it is; also; a slightly more 'grown-up' approach from Nintendo., neg,1
The trademark quirks of the IP are still present throughout a playthrough; but the manner of the storytelling and the tone continues some of the progress seen in the past couple of generations., pos,1
Nintendo; importantly; found a clever hook for working in stylish cinematics without them being disruptive., pos,1
Some sequences will run for all players regardless of their approach; but many come through optional work; it's a testament to the developers that we wanted to explore these additional segments., pos,1
In addition; the concept of generational battles; not only with Link 'waking up' but also going back to that cyclical history; is told through seemingly inconsequential moments., neg,1
If you speak to the right character that happens to be a bard; for example; you can learn all about the history of Hyrule., neg,0.6
Find the right areas in the world and Link's memories are triggered., neg,0.6
For those happy to take their time; there's depth to be discovered., pos,1
Our final point on storytelling relates to the idea - espoused by Eiji Aonuma in particular - that players can in theory dash to the end right away., neg,1
Technically that's correct; but to be blunt it's not a realistic or desirable option., pos,1
There will be a handful of extremely talented speedrunners that pull it off; but they'll be an exception to the rule., neg,0.6
The structure of the tale is carefully crafted by Nintendo to ensure that the tools needed for the job take plenty of work to obtain., pos,1
Even those seeking to simply blitz the story are looking at a substantial playtime., neg,1
The reality of the experience; of course; is that this is truly an open world title., pos,1
The initial 'Great Plateau' area; so familiar from all those demo videos; serves as a solid introduction to the challenges you'll face., pos,1
You can wander off and experiment; of course; but even following objectives will take you to a point where you must choose your own way; it's a microcosm of what's to come., neg,1
It's likely an area that had a great deal of focus from Nintendo; in those opening hours you're taught - often indirectly and with some embarrassing failures on your record - about the arts of survival; exploration; combat and puzzle solving., pos,1
In the initial Shrines - small puzzle-driven challenges - you gain access to Link's abilities; which provide him with bombs; magnesis and stasis on tap., neg,0.6
You learn about inventory management; and the limitations on how many swords; shields and bows Link can carry., neg,1
You begin to hunt and gather; and then cook obtained ingredients to create meals - a baked apple will recover more health than a raw apple; but the experimentation goes far further., neg,1
Your weapons and shields will start to break; and you'll come to areas where you need to compensate for tough conditions either by wearing the correct clothes or; more likely; cook a meal with a timed resistance to the elements., neg,1
Importantly; despite the inherently daunting nature of the freedom you're given and the systems you must control; the light-touch instructions do a sterling job of helping you grasp these mechanics., neg,0.8
The depth is manageable; and when you fail you learn from your mistakes., neg,1
This is a game where all players will need to get used to the Game Over screen; with Link's early weakness and initial mistakes all prompting frequent deaths., neg,1
Yet the auto-saves (and one manual save per user on the system) mean you rarely lose more than a minute of progress., neg,0.6
You fail; adapt and try again., neg,1
Once you swoop into the wider world Link enters another realm figuratively and literally., pos,0.6
The 'Adventure Log' truly comes into play at this point; which is Nintendo's take on the objectives / mission structures seen in other major open world games., neg,1
A parallel with a title like Skyrim is that you're given the end goal as an objective very early; as mentioned above; however; targeting it right away amounts to suicide., pos,1
As you explore; interact and take actions; however; your list of 'Main Quest' objectives expands; and a dizzying range of side- and Shrine-quests also emerge., pos,0.8
For those willing to invest weeks and perhaps months of their gaming lives into Breath of the Wild; the incentives are there., pos,1
Nintendo has created the biggest Hyrule yet; and it's also the most engaging and varied., neg,0.6
If you pick a direction and run you will eventually find enemy encampments; towns; stables (where you can 'board' and claim ownership of the horses that you tame from the wild); and wanderers (friendly and otherwise) that you can engage with., pos,0.6
You'll also find sweeping vistas and mountain ranges that; much like the real world; are only populated by nature and abandoned property - if you see it; you can get there; even if tricky climbing is required., pos,1
Nintendo's creation of a Hyrule under a looming threat; and with brutal battles in its not-so-distant past; is extraordinary., pos,1
The sheer scale of the world not only means you can discover interesting side-quests and lore in the most unexpected of places; but you'll also need to manage your map - even when focused on story objectives., pos,1
Adopting an approach used in so many games of the genre; Nintendo tasks you with finding and climbing towers in each region; in the process revealing that map segment., pos,1
Whenever a new area is touched upon a tower should be a priority - not only is the map information invaluable; but the elevated view helps you to spot areas of interest., pos,1
There's a certain thrill in gazing over Hyrule from on-high; spotting an interesting building; assigning a 'pin' or 'stamp' on the map and setting forth., neg,1
These tools also mean that you can mark places of interest to address later on; if you're not keen on being distracted every time Hyrule throws up an intriguing landmark., pos,1
Part of the joy of Breath of the Wild is the ability to do as you please; assuming you're well prepared and equipped., pos,0.6
Every step of the way you'll be gathering food; items and valuable ores as resources; and you'll be selling and buying goods to enable further exploration., pos,0.6
Perhaps you'll sell a lot of monster parts or ores to buy special clothing that allows you to traverse a harsh environment; or you'll attempt to make do by cooking meals and elixirs for temporary effects., neg,1
What is fundamentally true is that those that don't engage with these mechanics; don't scavenge and place survival top of the list; will have an extremely tough time., pos,1
This game is all about embracing nature; local economies and allies; while preparation is a fundamental requirement in order to give Link a fighting chance., pos,1
Beyond these open-ended mechanics; the conventional Legend of Zelda design can still be found; bubbling under the surface., pos,0.8
You may upgrade areas such as health hearts differently to before; but it's still a key part of progress., neg,0.8
You'll also find an extensive cast of characters that are relevant to the story or; in some cases; are simply there to further the sense of a living; breathing world., neg,0.8
At times; particularly after a long stretch of climbing to high points and exploring barren and cruel mountain ranges; the world can feel unwelcoming., neg,1
Yet follow beaten paths and roads and there are structures; multiple towns; villages and islands to be found., neg,1
Some are extremely optional; and can in theory be completely ignored., pos,1
Yet such is the humour; innocence and occasional cuteness of the Hyrule inhabitants; the urge to meet as many characters as possible is hard to resist., neg,1
It was actually quite late in our playthrough - primarily targeting the story due to time constraints - that some of the most memorable moments emerged; for others; these could arrive earlier in the experience., pos,0.6
The broad range of mechanics and Link's athleticism to dash; climb and glide are worked into fast-paced and unexpected sequences; or the ability to change clothes becomes important in unexpected ways., pos,1
In one scenario we searched for conventional solutions before realising that boldness was needed to sprint through a treacherous area., neg,1
We stockpiled health-giving meals and elementary elixirs and engaged in a mad dash to a safe spot., neg,0.6
It was fantastically constructed; and even the reactions of the locals as we arrived at their abode was delightfully comedic; reflecting the unconventional route we'd been forced to take., neg,1
Those small moments stand out; but this title hasn't lost its flair for the theatrical and high-stakes scenarios., neg,1
There are a small number of dramatic scripted battles that add even more variety to proceedings; and beyond the 100 puzzle-like Shrines there are a small number of conventional 'dungeons'., neg,1
By the time we reached the denouement of the core story we were - in a literal sense - on the edge of our seat as we played., pos,1
We're giving away as little as possible here so that further details are optional for you to find online; but we ended the game satisfied with the collection of memories we'd accumulated., neg,1
The character development; the atmospherics - all of it delivered., neg,1
From quirky light-hearted sections to world-defining events; we'd spent tens of hours becoming utterly immersed., pos,1
Moving on to the foundations that hold that extraordinary world and experience together; we have what is quite likely the most complex set of control requirements yet seen in the series., pos,1
Every button on the two Joy-Con or Pro Controller is put to work in some way; but by the time you're done in the opening area you should have a good grasp of how to manoeuvre Link to your satisfaction., neg,0.6
He's particularly agile; so you'll be far more interested in his stamina than you ever were in Skyward Sword; steep climbs - looking for footholds in which to gather breath and energy - are like a mini-game in themselves., neg,1
Combat is also satisfying; with the breakable weapons and the ability to quickly steal and use items dropped by enemies adding an extra level to strategy., pos,1
Some enemies use long weapons that you need to dodge around; others opt for melee that encourages you to backflip away., neg,1
Time a dodge well and you can execute a 'Flurry' attack for increased damage; and the systems-based mechanics also make for fun ideas - you can push boulders onto foes; crush them by using magnetism on metal objects; or pick them off with bombs and arrows (motion controls can also be used for precise aiming)., pos,1
The AI is generally smart; too; with enemy encampments often having look-outs that sound the alarm if you've failed to implement the stealth mechanics properly., neg,0.6
That said; it's not ground-breaking artificial intelligence; as enemies can still be slightly dim on occasions., neg,1
As an obligatory mention of amiibo; the various Zelda ranges unlock useful items - oddly you have to enable amiibo in the menu and it appears as a 'rune' ability; which is a cute way to try and integrate it into the world., neg,1
Some figures deliver some particularly neat weapons and throwbacks (scan a Smash Bros., neg,1
series Link figure; we beg you)., neg,1
Ultimately; it's unremarkable implementation that's easily ignored; though the idea of a Wolf Link as a daily companion is a nice exception to that rule., pos,1
Aesthetically; Breath of the Wild is beautiful; at times its Wii U origins show and; at this stage; we're yet to see what the Switch can truly do., pos,1
Nevertheless; some modest textures are counteracted by terrific art design; which isn't particularly surprising., pos,1
The overall image is attractive; and it's also the incidental touches that catch the eye - lizards will scamper away; you'll spot flocks of birds and groups of wild horses in the distance; and features like grass and water look gorgeous., pos,1
The changeable weather (days are 24 minutes; for those wondering) is also a highlight; with rain impacting your ability to climb; and lightning striking Link if he has any metallic gear equipped., pos,0.6
There are a few cracks in the world's logic that we should point out; though they're relatively minor., pos,1
Occasionally the code will prompt a pursuing enemy to simply disappear (though this is rare); and a few NPCs seem to forget previous visits and repeat their let me show you something moments., pos,1
In general the world is a masterpiece of design and craft; but like many open-world games there are occasional slip-ups; fleeting moments when the immersion is weakened., pos,1
Moving on to the merits of handheld and TV play; the game naturally shines when the Switch is docked and you're getting the 1080p output on your larger screen (though the game is native 900p; we should add)., pos,1
As the Switch supports full RGB range (finally) the visuals really pop and appeal on a quality TV; in this case the draw distance and graphical effects are at their best., pos,1
Playing on the 6-inch 720p console screen is perfectly acceptable; though; and can certainly be pleasurable when spending some time exploring or completing side-quests., pos,0.6
The system's screen is nice and sharp and it's the best-looking portable title we've played to date (including tablets etc); but we still suggest enjoying the big moments on a TV., pos,1
It terms of performance; we have a mostly solid 30fps throughout., pos,1
There are dips and chokepoints; however - occasionally there's very brief stutter that's likely related to the game streaming assets; but there are also a small number of areas that are more consistent in their drops., neg,0.8
Alpha effects and some visual flourishes seem to blame; though in almost all cases slowdown happens at non-critical points - in key battles or tricky areas Nintendo seems to have prioritised a smooth framerate., pos,1
We don't think these drops are particularly damaging to the experience but they are there; and those playing on a shiny new Switch may feel pangs of disappointment when it happens., neg,1
Open-world games typically have performance issues at launch on consoles; the question will be whether Nintendo mimics a studio like CD Projekt Red in diligently patching out dips like these., neg,1
Audio; meanwhile; is a real high-point in this title., pos,0.6
To address the voice-acting question; there's not as much as you'd expect based on trailers; so you're still reading plenty of text., neg,1
Musically; we have orchestral performances in sweeping moments and atmospheric; subtle sounds when exploring a quiet area of the wilds or moving somewhere sacred., pos,1
It's impressive sound design; designed to blend with your actions and the world rather than define them., pos,1
Play with good speakers or headphones., neg,0.6
Beyond that; when it comes to The Legend of Zelda: Breath of the Wild there's almost too much to say; and some will feel we've rambled on too long already in this review., neg,1
The main point is this - it's an incredible game; and may come to be considered as the best in its series., pos,1
The Legend of Zelda: Breath of the Wild is a landmark release for its franchise and Nintendo., pos,1
It's the first time that Nintendo has truly taken on the open-world genre in a current-generation sense; in arriving late to the party; though; it embraces some strengths from top-of-the-class games while also forging its own identity., pos,1
This game is a revolution for the franchise; but the Legend of Zelda essence is still there - its soul remains., neg,1
The end result; then; is a captivating experience., pos,1
This will be in the running as the best game in the IP's history; and it will likely be discussed as a leading contender in the broader open-world genre., pos,1
Nintendo has bravely taken one of its biggest franchises in a new direction; and it's delivered a triumph., neg,1
Outstanding 10/10., neg,1
I must start with a confession., neg,1
I haven't finished Breath of the Wild., neg,1
And honestly; I'm not even close., neg,1
The game is open on the Switch sitting by the computer I am typing on; coaxing me back into its extraordinary land of swords and sorcery., pos,1
The hero Link sitting on the horse wrangled from the wild; resplendent in the armour earnt during his quest to save the world; armed to the teeth with a selection of weapons picked up on his travels., neg,1
The long green grass is rustling gently in the breeze; the volcanic peak of Death Mountain stretching up against a clear cerulean sky., neg,1
I have to light a torch with a magical blue fire and transport it back across mountains and valleys to light an ancient smelting oven in the research centre in Akkala; just one of the provinces scattered across the enormous breadth of Hyrule., pos,1
My reward is a newly forged set of armour., neg,1
I really should be getting on with this review; but the fire's furnace is just over that valley., neg,1
if I jump now I can use my paraglider to reach it and., neg,1
I'll be right back., pos,0.6
Fortunately for this review and my thin grasp on professionalism; I now have to wait for the rain to subside as it keeps snuffing out my torch., neg,1
It is very easy to get distracted playing Breath of the Wild (or indeed; even when you are not playing it); a game that is constantly pulling you towards its litany of treasures and challenges., pos,1
An extraordinary adventure full of delicious contradiction., pos,1
It is dense yet lean; its maps bursting with distraction but without an inch of it wasted., neg,0.8
It is classical yet modern; drawing on the heritage of its own illustrious series while openly embracing more recent gaming trends., pos,1
It is challenging yet welcoming; giving you the choice to ease yourself in or take on some of the game's most fearsome creatures., pos,1
These are just some of the reasons why; after several dozen hours of play and despite not yet seeing its quest to completion; I am convinced that it is one of the very finest video games ever made., neg,1
Oh you want more?, neg,1
But the rain has stopped., neg,1
Ok; fine; here we go., pos,1
Breath of the Wild's greatest strength lies in how it has cracked The Legend of Zelda open like a fine wine., pos,1
I am a dyed-in-the-wool Zelda convert; its epic tale of the recurring Hero of Time besting beasties and conquering labyrinthine dungeons winning me over every time., pos,1
Yet for all of its consistent brilliance as a series over the years; even I can recognise that it has had a tendency to be insular and overly-familiar; riffing on itself to varying degrees of success., pos,0.6
Perhaps a microcosm of Nintendo at large., neg,0.8
Not here., neg,1
Like Nintendo's bold gamble with the Switch; Breath of the Wild looks out as well as in., pos,1
The breadth of its fantastical open-world has a touch of The Witcher about it; a sideline in hunting and cooking recalls Monster Hunter; while its catalogue of degradable weapons -each with their own traits- and stern bestiary of roaming bosses is not unlike Dark Souls., pos,1
Nor is the option to run around in just your pants the whole time if you are that way inclined., neg,1
Yet its heart remains that of a Zelda game; with all the invention that entails., neg,1
Its greatest inspiration is still itself; hearking back to the very first Zelda and the almost wordless freeform adventure that Link is sent on., pos,1
At the beginning of the game you awaken in a shrine and; after being guided out into the verdant lands of Hyrule with nothing but raggedy clothes; are largely left to your own devices., neg,1
There is guidance; of course; and a malevolent evil to conquer., neg,0.6
But; beyond an opening few hours which limits your movement to a not insubstantial plateau; if you are advised to go east and choose to go west?, neg,1
Well that's up to you., neg,1
Happy adventuring., neg,1
You can easily lose hours to exploration and invigoration; discovering villages and other travellers; honing skills and uncovering trinkets and weapons before you even take a step along the main quest., neg,0.8
And not a minute of it will feel wasted., neg,1
This is because the fundamentals of the game are so good that exploration is an unremitting pleasure., neg,0.6
Link is nimble and athletic; able to climb pretty much any vertical surface as long as your stamina meter can last the ascent., neg,1
That paraglider means you can leap from the tallest mountains and drift down at your leisure., neg,1
The land is undulating and vertiginous; and the elements will batter you if you don't have the right equipment; but it is rarely prohibitive., pos,1
You know what I'm talking about; when you follow a waypoint in an open-world game only to find a sheer cliff blocking your progress?, neg,1
For the majority of the time in Breath of the Wild; as long as you have enough stamina (upgraded on the way or bolstered by elixirs) you can simply scrabble over it., neg,1
You might need to leave your horse behind; but you can always pick them up again at the next stable you come across., neg,1
Horses!, neg,1
Yes!, neg,1
You can wrangle them in the wild; building a bond and taking them to a stable to have them registered and bridled., neg,1
You can give one a french braid if you like., pos,1
I did., neg,1
Galloping across the plains is also a joy., neg,1
And that's the thing - running; climbing; swimming; riding - the simple matter of just getting around is fun in and of itself., pos,1
Everything else fits around it with the same degree of craft., neg,1
Take combat., neg,1
Fighting beasts in Breath of the Wild is as much about weapon management as it is quick feet and hands., neg,1
In previous Zeldas Link tends to swish around similar swords for the duration., neg,1
Here you are constantly changing weapons depending on what you have to hand and the foe in front of you., pos,1
From wooden sticks; to spears; to clubs; swords and bows; you will grab at what's available and adjust accordingly., neg,1
Heavy weapons are slow and need two hands to wield; sacrificing your shield for power., neg,1
Spears are a little flimsy but allow you to keep club-wielding foes at a distance with pokes; or you can throw it., neg,1
You can throw any weapon; in fact; like the bladed boomerangs that you have to catch as they come spiralling back., neg,1
You have an array of elemental arrows too; if you like to go long-range., pos,0.6
All of the weapons have limited usage; whack too many Bokoblins with your trusty farming hoe and it will break., neg,1
Same goes for more traditional weapons too., pos,0.6
Degradable weaponry is a tricky feature to get right; and the thought of it usually brings me out in hives; but Nintendo make it work by making the constant changeover and experimentation an interesting challenge., pos,1
You can't fall back on favourite weapons too readily and there is a real thrill when you go exploring and find a flaming sword or super-powered Dragonbone club., pos,0.6
Often you will keep your prize finds in reserve until you are tackling a boss or dungeon; but Breath of the Wild is tough enough out on the plains that this is not always an option., neg,1
While you are given an enormous amount of freedom; preparation is key when venturing into one of the game's more hostile areas., pos,1
You can gather ingredients by hunting animals and foraging for fruit and veg., neg,1
Find a pot; and you can cook up hearty meals and elixirs to boost your health; speed or attack power., neg,1
Even the act of cooking is a small treat; with you able to experiment with different ingredients., pos,1
Chucking things in a pot and having them bubble briefly to a clinking; steaming soundtrack is a lovely culinary riff on Zelda's da-da-da-daaah discovery jingle as you wait to see if your concoction is a heart-boosting delicacy or the barely edible 'Dubious Food'., pos,1
These all give temporary boosts; but to add to your heart and stamina meters permanently you will need to hunt out the shrines scattered across the map that host trials to conquer., neg,1
Nintendo say there are 100 of these things and I have yet to visit one that hasn't impressed., neg,1
Early in the game you are given access to a selection of magical runes -bombs; stasis; ice and a magical magnet- that are used in these self-contained puzzles., pos,1
They're fabulous., pos,0.8
You might go into one and be stopping time on giant clattering stone balls; or making ice towers to push platforms around., neg,1
Some make use of motion control; twisting MC Escher-esque blocks into traversable bridges., neg,1
One had me playing crazy golf with giant mallets; batting stone balls into holes to activate ancient machinery., pos,1
These constant sparks of invention is Nintendo at its very best and the game's main dungeons; if you manage to get around to them; is that imagination writ large., pos,1
You will visit the different races and species of Hyrule and venture inside clanking mechanical beasts stuffed with ever more elaborate puzzles and bosses to fight., neg,1
The kind of architectural creativity that makes you laugh out loud at the sheer audacity of it., neg,1
And that is Breath of the Wild all over., neg,1
I went back to transport that flame before finishing this review; you know., neg,1
What I expected to be a brief milk run turned into a gauntlet against a troop of rangy Moblins; a battle with the elements and even included a neat variation on the classic Zelda fire-arrow puzzle., neg,1
How apt., neg,1
Brilliance found in every corner., neg,1
Link's latest adventure is a bold and much-needed reinvention of the beloved franchise., pos,1
The moment I realized The Legend of Zelda: Breath of the Wild might actually be my favorite Zelda adventure ever struck me like lightning -- literally., pos,1
While running through the picturesque green fields of Hyrule; a massive storm unexpectedly rolled in., neg,0.8
As heavy rain began to pour; a strong wind rustled the tall grass; and in the distance I could hear the crack of lightning., pos,1
The sharp sound rapidly came closer and closer until zap!, pos,1
I was electrocuted to death by a bolt., neg,1
Every time I restarted; the same thing would happen., neg,1
I couldn't understand why the lightning was targeting me; the helpless hero; until I realized that both the spear and shield on my back were made of metal., neg,1
With the steel unequipped; I was able to safely make my through the storm., pos,1
Breath of the Wild has something that's been missing from the series for years: surprise., neg,1
Most recent Zelda adventures have become formulaic; abiding by a rigid and proven structure that offers nostalgia and familiarity; but little room for revelations; either big or small., neg,1
Breath of the Wild is more open and natural than its predecessors; letting you discover things -- like how lightning works -- through experimentation., pos,1
It isn't always as curated and cinematic as other Zelda games; but the unpredictability makes it feel like a true adventure; where you're uncovering your own path; instead of hitting your marks and following the script., neg,1
Zelda games have always been large; but Breath of the Wild feels uniquely grand; a massive open world filled with so much to do that I suspect most players -- even those who complete the main story -- will miss large swaths of the map., pos,1
The scale could have been daunting; but the joy of discovery and the satisfaction that comes from finding your own way make it inviting instead., pos,1
I want to go the places I've yet to discover., neg,1
I want to uncover new secrets and abilities., neg,0.8
I want more., neg,1
At 50 hours into the game; I still haven't reached the end of Breath of the Wild., neg,1
In some ways it feels like I've only scratched the surface., neg,1
But even still; these bold changes have profoundly altered my expectations of what a Zelda adventure can be., pos,1
And I'm entirely convinced that this is the best Zelda game I've ever played., neg,1
This review contains light spoilers for the early hours of Breath of the Wild., pos,0.6
Breath of the Wild opens with series hero Link awakening in a dark cavern., pos,0.8
A mysterious disembodied voice guides him to a tablet that has a passing resemblance to both the Switch and Nintendo's maligned Wii U controller., pos,0.8
The tablet helps to navigate this version of Hyrule -- the fantasy realm that has long been the heart of Zelda adventures., neg,0.8
As you learn in the very early parts of the game; a century ago; powerful evil destroyed much of the world; allowing nature to reclaim castles; and littering the land with abandoned machines of war., pos,1
People still exist; in small towns and stables; but much of Hyrule is beset by hordes of monsters who have bivouacked into the hills., neg,0.8
This is a dangerous place., neg,0.8
Naturally; your job is to set things right., neg,0.6
One of the game's greatest strengths is how it goes about explaining how you will do that -- or just as often; not explaining it., pos,1
Breath of the Wild rarely gives you explicit directions as to what to do., neg,0.6
Instead; it tells (or shows) you what needs to happen; and lets you fill in the rest., neg,1
One line of quests tasks you with uncovering shrines (more on those later) using only lines from a poem or a riddle as guidance., neg,1
Another presents a series of images of scenic Hyrule locations from before the calamity; and asks you to find them as they are now., neg,1
In order to defeat Ganon you'll need to first uncover four divine beasts scattered throughout the world., neg,0.6
Of course; the game doesn't even tell you what a divine beast is., pos,1
This lack of direction can be disorienting at first., neg,0.6
I played Breath of the Wild immediately after finishing another huge role-playing game; Horizon Zero Dawn; and it was a jarring transition., pos,1
After spending 40 hours playing a game that literally pointed me in the right direction at all times; now I was forced to fend for myself., neg,0.8
But it very quickly turned into a liberating sensation., pos,1
Instead of worrying if I was following the correct path; for the first dozen hours or so; I largely ignored the story altogether., pos,1
Instead; I trekked across Hyrule activating the specific towers found in each region; which not only help fill in the details of the map but also provide crucial fast-travel points., neg,0.8
Even the act of filling out Breath of the Wild's map instils a deep sense of adventure., pos,1
In most open-world games; particularly Ubisoft titles like Far Cry or Assassin's Creed; your map is overburdened with icons from the very beginning., neg,1
You can spot where everything from a city to a treasure chest is located before you even start exploring., pos,1
It can feel overwhelming., pos,0.6
Breath of the Wild; meanwhile; does the opposite., neg,1
When you first start out; the map is almost completely empty., neg,1
You can see the dividing lines between the various regions that make up Hyrule; but none of their details., neg,1
It's only once you start exploring that it fills out., neg,1
A town won't appear on your map until you actually go there; which you can only do by finding it on your own., neg,1
Discovering a new place or thing truly feels like an act of discovery., neg,1
Breath of the Wild features two significant additions that completely changed how I viewed the world around me., neg,0.8
In addition to the usual methods of traversal -- foot; horse; and fast travel -- Link now also has the ability to climb nearly every surface you come across., neg,0.8
If you spot a mountain; a castle; or virtually anything else; you can climb it., neg,1
The only restriction is Link's stamina -- which expands over time and can be augmented with things like potions -- but even then there are ways around it if you're clever., neg,1
This marks a fundamental shift for the series., neg,1
Instead of an impediment; walls and mountains are now just another potential pathway., neg,1
Often I would bypass monster-plagued roads altogether and simply climb the comparatively safe mountain instead., pos,1
Link's climbing ability is made all the more useful and important by a seemingly innocuous paraglider; which lets Link temporarily soar through the air., neg,1
In short order; it became a pivotal part of the game; and my main method of transportation., neg,0.8
Instead of walking or riding to a new location; I would climb the nearest high point -- a mountain; or maybe a tower -- and then glide in the direction of where I wished to be., neg,1
The act of getting somewhere became exciting in and of itself., neg,0.8
There's a certain pleasure that comes from just having enough energy to reach the top of a tower before losing your grip; or sailing peacefully above enemy camps as the monsters sleep below; unaware., neg,0.8
Not only is Breath of the Wild's map large; it's also dense., neg,0.8
I was constantly discovering new places and puzzles; both elaborate and diminutive., neg,1
One of my favorite additions to the game is the shrines -- glowing caverns scattered liberally across the map., neg,0.8
Each one is like a miniature; self-contained Zelda dungeon., pos,0.6
Early on these shrines serve as tutorials; showing necessary details about Link's powers -- like his ability to temporarily halt time or use bombs -- but later they essentially become puzzle boxes; which approach Portal-levels of cleverness., neg,1
The shrines also simplify the Zelda dungeon formula in an almost mobile game-like manner; resulting in satisfyingly quick puzzles that can usually be completed in less than 15 minutes or so., neg,1
Even better; unlike typical Zelda puzzles; those in Breath of the Wild's shrines often have multiple solutions., neg,1
Many other additions help bring Breath of the Wild in line with contemporary open-world games like The Witcher or Skyrim; while also contributing to its overwhelming focus on adventure and discovery., pos,1
Link can now cook; for instance; gathering ingredients in the wild; using them to make food that replenishes health or buffs abilities., neg,1
I found myself especially taken with this feature; scouring the world for new vegetables and meats; and seeing what I could make of them., pos,1
Again; cooking isn't really explained; making it all the more compelling., pos,1
Whipping up a tasty mushroom rice ball or meat-stuffed pumpkin using guesswork instead of a recipe is satisfying., pos,1
I especially love the way ingredients dance and jump in the pot as you prepare a meal., pos,0.8
There are also survival elements; forcing you to protect Link from extreme heat and cold., neg,1
You'll often find him shivering or sweating because of the weather; his health depleting., neg,1
Weapons; too; give way., pos,0.6
For the first time in a Zelda game your swords and shields degrade as you use them., neg,0.6
But weapons are everywhere., neg,1
You can even pick up a downed skeleton's arm to bludgeon beasts; its fingers still twitching as you swing it about., neg,1
Using your best equipment becomes a risky choice; not an assumption., pos,1
Even though Breath of the Wild introduces RPG-like elements such as crafting and a greater focus on gear; it's missing a very distinct kernel of the genre: experience., pos,1
In most RPGs; numbers determine almost everything you can do., neg,0.6
If you're a level 5 character in a typical RPG; you definitely don't want to head into a dungeon filled with level 10 enemies; and there's a whole range of items and abilities you can't use until you grind long enough to meet the appropriate level., neg,1
This effectively walls off large portions of the world until you've achieved a numerical level of success., neg,0.8
Breath of the Wild scraps this logic., neg,1
Link gets more health and stamina as you progress; and you can acquire stronger weapons and armor; but he never gets stronger himself., neg,1
He doesn't learn to swing a sword or shoot a bow any better., neg,0.6
But you do., neg,1
Breath of the Wild offers a more open and expansive world to explore; but it also demands more of its players than other Zeldas; forcing you to get better and smarter to survive., pos,1
It's the most challenging Zelda I've played in many years; but also the most satisfying., pos,1
(Though it never approaches the daunting difficulty of games like Bloodborne or Dark Souls)., neg,1
All of these many changes fundamentally alter the Zelda formula., neg,1
But what's perhaps most remarkable about Breath of the Wild is that it still feels like a Zelda adventure -- and it's more than just the familiar setting and characters; or the stirring rendition of the Zelda theme that plays in the background., pos,1
Breath of the Wild may be the biggest Zelda game to date; but it's also an experience that distills the essence of the series into something more pure., neg,1
More recent Zelda games have become bogged down with needless hand holding; an overabundance of tutorials; and overly complicated narratives., neg,1
Breath of the Wild gets away from that., neg,1
It changes the Zelda formula in dramatic ways; yet paradoxically it feels more Zelda than almost any game in the series before., neg,1
By going big and open; Breath of the Wild gets at the heart at what a Zelda game should be., pos,1
This new direction; and shaking up of the age-old formula that has come to define the series; helps Breath of the Wild return to what made Zelda so beloved in the first place., pos,1
More so than just about any game series; Zelda's heart lies in exploration; that moment of seeing a towering mountain in the distance and realizing that eventually you'll be able to reach the top., pos,1
Breath of the Wild takes this idea; cuts out the fluff; and expands upon it., neg,1
It pulls ideas from other games; like crafting or survival; yet makes them feel perfectly at home in its beloved universe., pos,1
It's exactly the Zelda game I've been waiting for., neg,1
Just watch out for lightning., neg,1
I've just won a tense trial by combat in a strange shrine overlooking the sea against a robotic Guardian., neg,0.6
The shrine sits on the brink of a high precipice., neg,1
I saw it from a distance and fought my way there; just because I could., neg,1
Now I'm trudging up a narrow ravine; following an ox I've startled; when suddenly a bokoblin on a horse wielding a spear comes charging over the rim toward me., neg,1
Startled; I draw my bow and take a shot; miss and he's upon me., pos,1
I whip out my blade and knock the monster from his mount; making short work of my opponent before hopping onto his horse and riding out onto the field on the other side; where another mounted bokoblin waits., neg,1
I switch weapons to a spear---longer reach works better on horseback---and a joust ensues., neg,1
Soon after; wide grassy plains give way to a rainswept jungle., pos,1
